song_title,artist_name,release_year,decade,genre,lyrics,pageviews,featured_artists_count,primary_tag,source_url,total_word_count,count_chorus,count_verse,count_intro,count_bridge,unique_special_word,special_words_ratio,special_word_without_chorus,unique_ratio_no_repeated_chorus,profanity_count,profanity_ratio,adjectives_count,adjectives_ratio
And said, ""Oh, my, my, my""

[Chorus]
Take me back to the house in the backyard tree
Said you'd beat me up, you were bigger than me
You never did, you never did
Take me back when our world was one block wide
I dared you to kiss me and ran when you tried
Just two kids, you and I
Oh, my, my, my, my

[Verse 2]
Well, I was sixteen when suddenly
I wasn't that little girl you used to see
But your eyes still shined like pretty lights
And our daddies used to joke about the two of us
They never believed we'd really fall in love
And our mamas smiled and rolled their eyes
And said, ""Oh, my, my, my""

[Chorus]
Take me back to the creek beds we turned up
2 AM riding in your truck
And all I need is you next to me
Take me back to the time we had our very first fight
The slamming of doors 'stead of kissing goodnight
You stayed outside 'til the morning light
Oh, my, my, my, my

[Bridge]
A few years had gone and come around
We were sitting at our favorite spot in town
And you looked at me, got down on one knee

[Chorus]
Take me back to the time when we walked down the aisle
Our whole town came and our mamas cried
You said, ""I do,"" and I did, too
Take me home where we met so many years before
We'll rock our babies on that very front porch
After all this time, you and I

[Outro]
And I'll be eighty-seven, you'll be eighty-nine
I'll still look at you like the stars that shine
In the sky, oh, my, my, my",237174,0,country,https://genius.com/Taylor-swift-marys-song-oh-my-my-my-lyrics,331,3,2,0,1,102,0.6754966887417219,103,0.9902912621359223,0,0.0,16,0.04833836858006042
I’ve Been Everywhere,Johnny Cash,1996,1990s,country,"[Intro]
I was totin' my pack along the dusty Winnemucca road
When along came a semi with a high an' canvas covered load
""If you're goin' to Winnemucca, Mack, with me you can ride""
And so I climbed into the cab and then I settled down inside
He asked me if I'd seen a road with so much dust and sand
And I said, ""Listen, I've traveled every road in this here land""

[Chorus]
I've been everywhere, man
I've been everywhere, man
Crossed the desert's bare, man
I've breathed the mountain air, man
Of travel I've a-had my share, man
I've been everywhere

[Verse 1]
I've been to Reno, Chicago, Fargo, Minnesota
Buffalo, Toronto, Winslow, Sarasota
Wichita, Tulsa, Ottawa, Oklahoma
Tampa, Panama, Mattawa, La Paloma
Bangor, Baltimore, Salvador, Amarillo
Tocopilla, Barranquilla, and Padilla, I'm a killer

[Chorus]
I've been everywhere, man
I've been everywhere, man
Crossed the desert's bare, man
I've breathed the mountain air, man
Of travel I've a-had my share, man
I've been everywhere

[Verse 2]
I've been to Boston, Charleston, Dayton, Louisiana
Washington, Houston, Kingston, Texarkana
Monterey, Faraday, Santa Fe, Tallapoosa
Glen Rock, Black Rock, Little Rock, Oskaloosa
Tennessee, Tennessee, Chicopee, Spirit Lake
Grand Lake, Devil's Lake, Crater Lake, for Pete's sake

[Chorus]
I've been everywhere, man
I've been everywhere, man
Crossed the desert's bare, man
I've breathed the mountain air, man
Of travel I've a-had my share, man
I've been everywhere

[Verse 3]
I've been to Louisville, Nashville, Knoxville, Ombabika
Schefferville, Jacksonville, Waterville, Costa Rica
Pittsfield, Springfield, Bakersfield, Shreveport
Hackensack, Cadillac, Fond du Lac, Davenport
Idaho, Jellico, Argentina, Diamantina
Pasadena, Catalina, see what I mean-a?

[Chorus]
I've been everywhere, man
I've been everywhere, man
Crossed the desert's bare, man
I've breathed the mountain air, man
Of travel I've a-had my share, man
I've been everywhere

[Verse 4]
I've been to Pittsburgh, Parkersburg, Gravelbourg, Colorado
Ellensburg, Rexburg, Vicksburg, El Dorado
Larimore, Admore, Haverstraw, Chatanika
Chaska, Nebraska, Alaska, Opelaka
Baraboo, Waterloo, Kalamazoo, Kansas City
Sioux City, Cedar City, Dodge City, what a pity

[Chorus]
I've been everywhere, man
I've been everywhere, man
Crossed the desert's bare, man
I've breathed the mountain air, man
Of travel I've a-had my share, man
I've been everywhere

[Outro]
I've been everywhere",260080,0,country,https://genius.com/Johnny-cash-ive-been-everywhere-lyrics,354,5,4,1,0,149,0.5580524344569289,179,0.8324022346368715,0,0.0,8,0.022598870056497175
Exchange Of Hearts,David Slater,1988,1980s,country,"[Verse 1]
One-sided love broke the see-saw down
I got to get rough when I hear the grudge
And you went your way and I went wild
And girl, you'd understand if your heart was mine

[Chorus]
If we had an exchange of hearts
Then you'd know why I fell apart
You'd feel the pain when the mem'ries start
If we had an exchange of hearts

[Verse 2]
I'd never wished a lonely heart on you
It's not your fault, I chose to play the fool
One day may come when you'll be in my shoes
Then your heart will break and you'll feel just like I do

[Chorus]
If we had an exchange of hearts
Then you'd know why I fell apart
You'd feel the pain when the mem'ries start
If we had an exchange of hearts

[Bridge]
When time turns the tables and soon I'll be able
To find a new romance
And then you'll remember my love warm and tender
Too late for a second chance

[Guitar solo]

[Chorus]
If we had an exchange of hearts
Then you'd know why I fell apart
You'd feel the pain when the mem'ries start
If we had an exchange of hearts

[Outro]
If we had an exchange of hearts",228959,0,country,https://genius.com/David-slater-exchange-of-hearts-lyrics,198,3,2,0,1,57,0.59375,70,0.8142857142857143,0,0.0,11,0.05555555555555555
I Can’t Make You Love Me,Bonnie Raitt,1991,1990s,country,"[Verse 1]
Turn down the lights, turn down the bed
Turn down these voices inside my head
Lay down with me, tell me no lies
Just hold me close, don't patronize
Don't patronize me

[Chorus]
'Cause I can't make you love me if you don't
You can't make your heart feel somethin' it won't
Here in the dark, in these final hours
I will lay down my heart and I'll feel the power
But you won't, no you won't
'Cause I can't make you love me, if you don't

[Verse 2]
I'll close my eyes, then I won't see
The love you don't feel when you're holdin' me
Mornin' will come, and I'll do what's right
Just give me 'til then to give up this fight
And I will give up this fight

[Chorus]
'Cause I can't make you love me if you don't
You can't make your heart feel somethin' it won't
Here in the dark, in these final hours
I will lay down my heart and I'll feel the power
But you won't, no you won't
'Cause I can't make you love me, if you don't

[Outro]
Don't try, baby
Ain't no use in you tryin', baby",217967,0,country,https://genius.com/Bonnie-raitt-i-cant-make-you-love-me-lyrics,192,2,2,0,0,42,0.4329896907216495,71,0.5915492957746479,0,0.0,7,0.036458333333333336
Lyin’ Eyes,Eagles,1975,1970s,country,"[Verse 1]
City girls just seem to find out early
How to open doors with just a smile
A rich old man and she won't have to worry
She'll dress up all in lace and go in style

[Verse 2]
Late at night, a big, old house gets lonely
I guess every form of refuge has its price
And it breaks her heart to think her love is only
Given to a man with hands as cold as ice

[Verse 3]
So she tells him she must go out for the evening
To comfort an old friend who's feelin' down
But he knows where she's goin' as she's leavin'
She is headed for the cheatin' side of town

[Chorus]
You can't hide your lyin' eyes
And your smile is a thin disguise
I thought by now you'd realize
There ain't no way to hide your lyin' eyes

[Verse 4]
On the other side of town, a boy is waiting
With fiery eyes and dreams no one could steal
She drives on through the night, anticipating
Because he makes her feel the way she used to feel

[Verse 5]
She rushes to his arms, they fall together
She whispers that it's only for a while
She swears that, soon, she'll be comin' back forever
She pulls away and leaves him with a smile

[Chorus]
You can't hide your lyin' eyes
And your smile is a thin disguise
I thought by now you'd realize
There ain't no way to hide your lyin' eyes

[Verse 6]
She gets up and pours herself a strong one
And stares out at the stars up in the sky
Another night, it's gonna be a long one
She draws the shade and hangs her head to cry

[Verse 7]
She wonders how it ever got this crazy
She thinks about a boy she knew in school
Did she get tired, or did she just get lazy?
She's so far gone, she feels just like a fool

[Verse 8]
My, oh my, you sure know how to arrange things
You set it up so well, so carefully
Ain't it funny how your new life didn't change things?
You're still the same old girl you used to be

[Chorus]
You can't hide your lyin' eyes
And your smile is a thin disguise
I thought by now you'd realize
There ain't no way to hide your lyin' eyes

[Outro]
There ain't no way to hide your lyin' eyes
Honey, you can't hide your lyin' eyes",240707,0,country,https://genius.com/Eagles-lyin-eyes-lyrics,395,3,8,0,0,133,0.665,170,0.7823529411764706,0,0.0,21,0.053164556962025315
Friends in Low Places,Garth Brooks,1990,1990s,country,"[Verse 1]
Blame it all on my roots, I showed up in boots
And ruined your black-tie affair
The last one to know, the last one to show
I was the last one you thought you'd see there
And I saw the surprise and the fear in his eyes
When I took his glass of champagne
And I toasted you, said, ""Honey, we may be through
But you'll never hear me complain""

[Chorus]
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends
In low places

[Verse 2]
Well, I guess I was wrong, I just don't belong
But then, I've been there before
Everything's all right, I'll just say goodnight
And I'll show myself to the door
Hey, I didn't mean to cause a big scene
Just give me an hour and then
Well, I'll be as high as that ivory tower
That you're livin' in

[Chorus]
'Cause I've got friends in low places
Where the whiskey drowns and the beer chases
My blues away
And I'll be okay
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I've got friends
In low places

[Chorus: Garth Brooks with Crowd]
I got friends in low places
Where the whiskey drowns
And the beer chases my blues away
And I'll be okay
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I got friends
In low places
Yeah, I got friends in low places
Where the whiskey drowns
And the beer chases my blues away
And I'll be okay
Yeah, I'm not big on social graces
Think I'll slip on down to the oasis
Oh, I got friends
In low places
Yeah, I got friends in low places
Where the whiskey drowns
And the beer chases my blues away
And I'll be okay",233905,0,country,https://genius.com/Garth-brooks-friends-in-low-places-lyrics,326,2,2,0,0,73,0.3924731182795699,91,0.8021978021978022,0,0.0,30,0.09202453987730061
The Thunder Rolls,Garth Brooks,1990,1990s,country,"[Verse 1]
Three thirty in the mornin', not a soul in sight
The city's lookin' like a ghost town on a moonless summer night
Raindrops on the windshield, there's a storm movin' in
He's headin' back from somewhere that he never should have been

[Refrain]
And the thunder rolls
And the thunder rolls

[Verse 2]
Every light is burnin' in a house across town
She's pacin' by the telephone in her faded flannel gown
Askin' for a miracle, hopin' she's not right
Prayin' it's the weather that's kept him out all night

[Refrain]
And the thunder rolls
And the thunder rolls

[Chorus]
The thunder rolls, and the lightnin' strikes
Another love grows cold on a sleepless night
As the storm blows on out of control
Deep in her heart the thunder rolls

[Verse 3]
She's waitin' by the window when he pulls into the drive
She rushes out to hold him, thankful he's alive
But on the wind and rain a strange new perfume blows
And the lightnin' flashes in her eyes, and he knows that she knows

[Refrain]
And the thunder rolls
And the thunder rolls

[Chorus]
The thunder rolls, and the lightnin' strikes
Another love grows cold on a sleepless night
As the storm blows on out of control
Deep in her heart the thunder rolls

[Verse 4]
She runs back down the hallway, and through the bedroom door
She reaches for the pistol kept in the dresser drawer
Tells the lady in the mirror, ""He won't do this again""
'Cause tonight will be the last time she'll wonder where he's been

[Chorus]
The thunder rolls, and the lightnin' strikes
Another love grows cold on a sleepless night
As the storm blows on out of control
Deep in her heart the thunder rolls",219544,0,country,https://genius.com/Garth-brooks-the-thunder-rolls-lyrics,281,3,4,0,0,89,0.5933333333333334,116,0.7672413793103449,0,0.0,12,0.042704626334519574
Pancho and Lefty,Townes Van Zandt,1983,1980s,country,"Living on the road, my friend
Was gonna keep you free and clean
Now you wear your skin like iron
Your breath's as hard as kerosene
You weren't your mama's only boy
But her favorite one, it seems
She began to cry when you said goodbye
And sank into your dreams

Pancho was a bandit, boys
His horse was fast as polished steel
Wore his gun outside his pants
For all the honest world to feel
But Pancho met his match, you know
In the deserts down in Mexico
Nobody heard his dying words
That's the way it goes

And all the federales say
They could have had him any day
They only let him hang around
Out of kindness, I suppose

And Lefty, he can't sing the blues
All night long like he used to
The dust that Pancho bit down south
Ended up in Lefty's mouth
The day they laid poor Pancho low
Lefty split for Ohio
And where he got the bread to go
Ain't nobody knows

And all the federales say
They could have had him any day
They only let him slip away
Out of kindness, I suppose

Well, the poets tell how Pancho fell
Lefty's living in a cheap hotel
The desert's quiet, Cleveland's cold
So the story ends, we're told
Pancho needs your prayers, it's true
But save a few for Lefty, too
He just did what he had to do
And now he's growing old

And a few gray federales say
They could have had him any day
They only let him go so wrong
Out of kindness, I suppose",215577,0,country,https://genius.com/Townes-van-zandt-pancho-and-lefty-lyrics,268,0,0,0,0,107,0.7925925925925926,135,0.7925925925925926,0,0.0,17,0.06343283582089553
I Hope You Dance,Lee Ann Womack,2000,2000s,country,"[Verse 1]
I hope you never lose your sense of wonder
You get your fill to eat, but always keep that hunger
May you never take one single breath for granted
God forbid love ever leave you empty-handed

[Verse 2]
I hope you still feel small when you stand beside the ocean
Whenever one door closes, I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance

[Chorus]
I hope you dance
I hope you dance

[Verse 3]
I hope you never fear those mountains in the distance
Never settle for the path of least resistance
Livin' might mean takin' chances, but they're worth takin'
Lovin' might be a mistake, but it's worth makin'

[Verse 4]
Don't let some hellbent heart leave you bitter
When you come close to sellin' out, reconsider
Give the heavens above more than just a passing glance
And when you get the choice to sit it out or dance

[Chorus]
I hope you dance (Time is a wheel in constant motion always)
I hope you dance (Rolling us along)
I hope you dance (Tell me, who wants to look back on their years and wonder)
I hope you dance (Where those years have gone?)

[Bridge]
I hope you still feel small when you stand beside the ocean
Whenever one door closes, I hope one more opens
Promise me that you'll give faith a fighting chance
And when you get the choice to sit it out or dance

[Chorus]
Dance
I hope you dance
I hope you dance (Time is a wheel in constant motion always)
I hope you dance (Rolling us along)
I hope you dance (Tell me, who wants to look back on their years and wonder)
I hope you dance (Where those years have gone?)

[Outro]
Tell me, who wants to look back on their years and wonder
Where those years have gone?",208435,1,country,https://genius.com/Lee-ann-womack-i-hope-you-dance-lyrics,312,3,4,0,1,84,0.4772727272727273,125,0.672,1,0.003205128205128205,14,0.04487179487179487
The Best Day,Taylor Swift,2008,2000s,country,"[Verse 1]
I'm five years old, it's getting cold, I've got my big coat on
I hear your laugh and look up smiling at you, I run and run
Past the pumpkin patch and the tractor rides
Look now, the sky is gold
I hug your legs and fall asleep on the way home

[Chorus]
I don't know why all the trees change in the fall
But I know you're not scared of anything at all
Don't know if Snow White's house is near or far away
But I know I had the best day with you today

[Verse 2]
I'm thirteen now
And don't know how my friends could be so mean
I come home crying and you hold me tight and grab the keys
And we drive and drive until we found a town far enough away
And we talk and window shop 'til I've forgotten all their names

[Chorus]
I don't know who I'm going to talk to now at school
But I know I'm laughing on the car ride home with you
Don't know how long it's going to take to feel okay
But I know I had the best day with you today

[Bridge]
I have an excellent father, his strength is making me stronger
God smiles on my little brother, inside and out
He's better than I am
I grew up in a pretty house and I had space to run
And I had the best days with you

[Verse 3]
There is a video I found from back when I was three
You set up a paint set in the kitchen and you're talking to me
It's the age of princesses and pirate ships and the seven dwarfs
And Daddy's smart
And you're the prettiest lady in the whole wide world

[Chorus]
And now, I know why all the trees change in the fall
I know you were on my side even when I was wrong
And I love you for giving me your eyes
For staying back and watching me shine
And I didn't know if you knew, so I'm taking this chance to say
That I had the best day with you today",211963,0,country,https://genius.com/Taylor-swift-the-best-day-lyrics,352,3,3,0,1,123,0.7235294117647059,122,1.0081967213114753,1,0.002840909090909091,22,0.0625
I’m Only Me When I’m with You,Taylor Swift,2007,2000s,country,"[Verse 1]
Friday night beneath the stars
In a field behind your yard
You and I are painting pictures in the sky
And sometimes, we don't say a thing
Just listen to the crickets sing
Everything I need is right here by my side

[Pre-Chorus]
And I know everything about you
I don't wanna live without you

[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you

[Verse 2]
Just a small-town boy and girl
Livin' in a crazy world
Tryna figure out what is and isn't true
And I don't try to hide my tears
My secrets or my deepest fears
Through it all, nobody gets me like you do

[Pre-Chorus]
And you know everything about me
You say that you can't live without me

[Chorus]
I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me when I'm with you

[Bridge]
When I'm with anybody else
It's so hard to be myself
And only you can tell

[Chorus]
That I'm only up when you're not down
Don't wanna fly if you're still on the ground
It's like no matter what I do
Well, you drive me crazy half the time
The other half, I'm only tryin' to
Let you know that what I feel is true
And I'm only me
Who I wanna be
Well, I'm only me when I'm with you

[Outro]
With you
Uh-huh-huh, yeah",204476,0,country,https://genius.com/Taylor-swift-im-only-me-when-im-with-you-lyrics,304,3,2,0,1,64,0.4740740740740741,54,1.1851851851851851,0,0.0,16,0.05263157894736842
Cowboy,Kid Rock,1998,1990s,country,"[Intro]
Cowboy
Cowboy

[Verse 1]
Well I'm packin' up my game and I'ma head out west
Where real women come equipped with scripts and fake breasts
Find a nest in the Hills, chill like Flynt
Buy an old drop-top find a spot to pimp
And I'ma Kid Rock it up and down ya' block
With a bottle of scotch and watch lots a crotch
Buy a yacht with a flag sayin' ""Chillin' the Most""
Then rock that bitch up and down the coast
Give a toast to the sun, drink with the stars
Get thrown in the mix and tossed outta bars
Sip the Tiajuana, I want to roam
Find Motown, tell them fools to come back home
Start an escort service for all the right reasons
And set up shop at the top of Four Seasons
Kid Rock and I'm the real McCoy
And I'm headed out west sucker because I wanna be a

[Chorus]
Cowboy, baby!
With the top let back and the sunshine shinin'
Cowboy, baby!
West Coast chillin' with the Boone's wine
I wanna be a Cowboy, baby!
Ridin' at night 'cause I sleep all day!
Cowboy, baby!
I can smell a pig from a mile away

[Verse 2]
I bet you'll hear my whistle blowin' when my train rolls in
It goes (whistling), like dust in the wind
Stoned pimp, stoned freak, stoned out of my mind
I once was lost but now I'm just blind
Palm trees and weeds, scabbed knees and rice
Get a map to the stars, find Heidi Fleiss
And if the price is right then I'm gonna make my bid boy
And let Cali-for-ni-a know why they call me

[Chorus]
Cowboy, baby!
With the top let back and the sunshine shinin'
Cowboy, baby!
West Coast chillin' with the Boone's wine
I wanna be a Cowboy, baby!
Ridin' at night 'cause I sleep all day!
Cowboy, baby!
I can smell a pig from a mile away

[Verse 3]
Yeah!
Kid Rock you can call me Tex
Rollin' Sunset woman with a bottle of Beck's
Seen a slimmy in a 'Vette, rolled down my glass
And said ""Yeah this dick fits right in your ass""
No kiddin', gun slingin', spurs hittin' the floor
Call me hoss, I'm the boss with the sauce and the whores
No remorse for the sheriff, in his eye I ain't right
I'ma paint his town red, then paint his wife white
Cause chaos, rock like Amadeus
Find West Coast pussy for my Detroit playas
Mack like mayors, ball like Lakers
They told us to leave, but bet they can't make us
Why they wanna pick on me
Lock me up and snort away my key
I ain't no G, I'm just a regular failure
I ain't straight outta Compton, I'm straight out the trailer
Cuss like a sailor, drink like a mick
My only words of wisdom are just suck my dick
I'm flickin' my Bic up and down that coast and
Keep on truckin' till it falls in the ocean

[Chorus]
Cowboy, baby!
With the top let back and the sunshine shinin'
Cowboy, baby!
Spend all my time in Hollywood and Vine
Cowboy, baby!
Ride at night 'cause I sleep all day!
Cowboy, baby!
I can smell a pig from a mile away
Cowboy, baby!
With the top let back and the sunshine shinin'
Cowboy, baby!
With the top let back and the sunshine shinin'
Cowboy!",197597,0,country,https://genius.com/Kid-rock-cowboy-lyrics,560,3,3,1,0,198,0.591044776119403,266,0.7443609022556391,14,0.025,26,0.04642857142857143
Uncle John’s Band,The Grateful Dead,1970,1970s,country,"[Verse 1]
Well, the first days are the hardest days
Don't you worry anymore
'Cause when life looks like Easy Street
There is danger at your door
Think this through with me
Let me know your mind
Woah-oh, what I want to know
Is are you kind?

[Verse 2]
It's a buck dancer's choice, my friend
Better take my advice
You know all the rules by now
And the fire from the ice
Will you come with me?
Won't you come with me?
Woah-oh, what I want to know
Will you come with me?

[Verse 3]
Goddamn, well, I declare
Have you seen the like
Their walls are built of cannonballs
Their motto is ""Don't Tread on Me""

[Chorus 1]
Come hear Uncle John's Band
Playing to the tide
Come with me or go alone
He's come to take his children home

[Verse 4]
It's the same story the crow told me
It's the only one he know
Like the morning sun, you come
And like the wind you go
Ain't no time to hate
Barely time to wait
Woah-oh, what I want to know
Where does the time go?

[Verse 5]
I live in a silver mine
And I call it ""Beggar's Tomb""
I got me a violin
And I beg you call the tune
Anybody's choice
I can hear your voice
Woah-ho, what I want to know
How does the song go?

[Chorus 2]
Come hear Uncle John's Band
By the riverside
Got some things to talk about
Here beside the rising tide

[Chorus 1]
Come hear Uncle John's Band
Playing to the tide
Come on along or go alone
He's come to take his children home

[Bridge]
Woah-ho, what I want to know
How does the song go?

[Chorus 2]
Come hear Uncle John's Band
By the riverside
Got some things to talk about
Here beside the rising tide

[Chorus 3]
Come hear Uncle John's Band
Playing to the tide
Come on along or go alone
He's come to take his children home

[Outro]
Duh-duh-duh-duh-duh-duh
Duh-duh-duh-duh-duh-duh
Duh-duh-duh-duh-duh-duh",220380,0,country,https://genius.com/The-grateful-dead-uncle-johns-band-lyrics,318,3,5,0,1,86,0.49142857142857144,119,0.7226890756302521,1,0.0031446540880503146,12,0.03773584905660377
I Just Fall In Love Again,Anne Murray,1979,1970s,country,"[Verse 1]
Dreaming, I must be dreaming
Or am I really lying here with you?
Baby, you take me in your arms
And though I'm wide awake, I know my dream is coming true

[Chorus]
And, oh, I just fall in love again
Just one touch and then it happens every time
There I go, I just fall in love again and when I do
I can't help myself, I fall in love with you

[Verse 2]
Magic, it must be magic
The way I hold you and the night just seems to fly
Easy for you to take me to a star
Heaven is that moment when I look into your eyes

[Chorus]
And, oh, I just fall in love again
Just one touch and then it happens every time
There I go, I just fall in love again and when I do
I can't help myself, I fall in love with you
I can't help myself, I fall in love with you",287813,0,country,https://genius.com/Anne-murray-i-just-fall-in-love-again-lyrics,158,2,2,0,0,38,0.5846153846153846,46,0.8260869565217391,0,0.0,2,0.012658227848101266
Sara,Fleetwood Mac,1979,1970s,country,"[Verse 1: Stevie Nicks]
Wait a minute, baby
Stay with me awhile
Said you'd give me light
But you never told me 'bout the fire

[Instrumental Break]

[Refrain: Stevie Nicks]
Drowned in, in the sea of love
Where everyone would love to drown
But now it's gone, it doesn't matter what for
When you build your house, then call me home

[Verse 2: Stevie Nicks]
And he was just like a great dark wing
Within the wings of a storm
I think I had met my match
He was singin'
And undoing
And undoing
Ooh, the laces
Undoing the laces

[Refrain: Stevie Nicks]
Said, ""Sara, you're the poet in my heart
Never change, never stop""
But now it's gone, it doesn't matter what for
But when you build your house, oh, then call me home

[Verse 3: Stevie Nicks]
Hold on, the night is coming
And the starling flew for days
I'd stay home at night all the time
I'd go anywhere, anywhere, anywhere
Ask me and I'm there, yeah
Ask me and I'm there 'cause I care

[Refrain: Stevie Nicks]
In the sea of love
Where every woman would love to drown
But now it's gone, they say it doesn't matter anymore
Oh, if you build your house, then please call me home
Sara, you're the poet in my heart
Never change and don't you ever stop
And now it's gone, no, it doesn't matter anymore
When you build your house, I'll come by

[Outro: Stevie Nicks, Fleetwood Mac]
Oh, Sara
Oh, oh
Ooh, Sara
(Ooh, ooh)
 Crazy, there's a heartbeat that never really died
(Ooh)
 Crazy that it never really died
(Sara)
 Oh, would you swallow all your pride? (Whoa)
(Ooh, Sara)
 Oh, would you speak a little louder? (Whoa)
(Ooh)
 All I ever wanted was to know that you are dreaming",210402,0,country,https://genius.com/Fleetwood-mac-sara-lyrics,276,0,3,0,0,85,0.5414012738853503,157,0.5414012738853503,0,0.0,5,0.018115942028985508
The Night the Lights Went Out in Georgia,Reba McEntire,1992,1990s,country,"[Verse 1]
He was on his way home from Candletop
Been two weeks gone and he thought he'd stop
At Web's and have him a drink 'fore he went home to her
Andy Wo-Lo said hello, he said, ""Hi, what's new?"" and Wo said
""Sit down, I got some bad news that's gonna hurt""

[Verse 2]
Said, ""I'm your best friend and you know that's right
But your young bride ain't home tonight
Since you've been gone, she's been seein' that Amos boy, Seth""
Now he got mad and he saw red
Andy said, ""Boy, don't you lose your head
'Cause to tell you the truth, I've been with her myself""

[Chorus]
That's the night that the lights went out in Georgia
That's the night that they hung an innocent man
Well, don't trust your soul to no backwoods Southern lawyer
'Cause the judge in the town's got bloodstains on his hands

[Verse 3]
Well, Andy got scared and left the bar
Walking on home 'cause he didn't live far
You see, Andy didn't have many friends and he just lost him one
Brother thought his wife must have left town
So he went home and finally found
The only thing Daddy had left him, and that was a gun

[Verse 4]
He went off to Andy's house
Slipping through the backwoods quiet as a mouse
Came upon some tracks too small for Andy to make
He looked through the screen at the back porch door
And he saw Andy lying on the floor
In a puddle of blood, and he started to shake

[Bridge]
The Georgia patrol was making their rounds
So he fired a shot just to flag 'em down
A big-bellied sheriff grabbed his gun and said
""Why'd you do it?""

[Verse 5]
The judge said guilty on a make-believe trial
Slapped the sheriff on the back with a smile
He said, ""Supper's waiting at home and I gotta get to it""

[Chorus]
That's the night that the lights went out in Georgia
That's the night that they hung an innocent man
Well, don't trust your soul to no backwoods Southern lawyer
'Cause the judge in the town's got bloodstains on his hands

[Verse 6]
Well, they hung my brother before I could say
The tracks he saw while on his way
To Andy's house and back that night were mine
And his cheating wife had never left town
That's one body that'll never be found
You see, little sister don't miss when she aims her gun

[Chorus]
That's the night that the lights went out in Georgia
That's the night that they hung an innocent man
Well, don't trust your soul to no backwoods Southern lawyer
'Cause the judge in the town's got bloodstains on his hands
That's the night that the lights went out in Georgia
That's the night that they hung an innocent man
Well, don't trust your soul to no backwoods Southern lawyer
'Cause the judge in the town's got bloodstains on his hands",216411,0,country,https://genius.com/Reba-mcentire-the-night-the-lights-went-out-in-georgia-lyrics,485,3,6,0,1,143,0.5181159420289855,207,0.6908212560386473,0,0.0,25,0.05154639175257732
I Was Only 19 (A Walk In The Light Green),Redgum,1983,1980s,country,"[Verse 1]
Mum and Dad and Denny saw the passing out parade at Puckapunyal
It was a long march from cadets
The Sixth Battalion was the next to tour, and it was me who drew the card
We did Canungra and Shoalwater before we left

[Chorus]
And Townsville lined the footpaths as we marched down to the quay
This clipping from the paper shows us young and strong and clean
And there's me, in me slouch hat, with me SLR and greens
God help me
I was only nineteen

[Verse 2]
From Vung Tau riding Chinooks to the dust at Nui Dat
I'd been in and out of choppers now for months
And we made our tents a home: VB, and pinups on the lockers
And an Agent Orange sunset through the scrub

[Chorus]
And can you tell me, doctor, why I still can't get to sleep?
And night time's just a jungle dark and a barking M16?
And what's this rash that comes and goes?
Can you tell me what it means?
God help me
I was only nineteen

[Verse 3]
A four-week operation when each step could mean your last one on two legs
It was a war within yourself
But you wouldn't let your mates down 'til they had you dusted off
So you closed your eyes and thought about somethin' else

[Verse 4]
And then someone yelled out ""Contact!"" and the bloke behind me swore
We hooked in there for hours, then a God-almighty roar
And Frankie kicked a mine the day that mankind kicked the moon
God help me
He was going home in June

[Verse 5]
And I can still see Frankie drinkin' tinnies in the Grand Hotel
On a thirty-six hour rec leave in Vung Tau
And I can still hear Frankie lying screaming in the jungle
'Til the morphine came and killed the bloody row

[Verse 6]
And the ANZAC legends didn't mention mud and blood and tears
And the stories that my father told me never seemed quite real
I caught some pieces in my back that I didn't even feel
God help me
I was only nineteen

[Chorus]
And can you tell me, doctor, why I still can't get to sleep?
And why the Channel Seven chopper chills me to my feet?
And what's this rash that comes and goes?
Can you tell me what it means?
God help me
I was only nineteen",219300,0,country,https://genius.com/Redgum-i-was-only-19-a-walk-in-the-light-green-lyrics,389,3,6,0,0,156,0.8167539267015707,150,1.04,5,0.012853470437017995,17,0.043701799485861184
Achy Breaky Heart,Billy Ray Cyrus,1992,1990s,country,"[Verse 1]
You can tell the world you never was my girl
You can burn my clothes when I'm gone
Or you can tell your friends just what a fool I've been
And laugh and joke about me on the phone
You can tell my arms go back to the farm
You can tell my feet to hit the floor
Or you can tell my lips to tell my fingertips
They won't be reaching out for you no more

[Chorus]
But don't tell my heart, my achy breaky heart
I just don't think he'd understand
And if you tell my heart, my achy breaky heart
He might blow up and kill this man, ooh

[Verse 2]
You can tell your ma I moved to Arkansas
You can tell your dog to bite my leg
Or tell your brother Cliff whose fist can tell my lip
